524.9987.505;85437099;85395000
524.9990.505;85437099;85395000
524.4260.505;85437099;85395000
524.5260.505;85437099;85395000
524.0011.505;85437099;85395000
524.9937.505;85437099;85395000
524.4058.505;85437099;85395000
524.9958.505;85437099;85395000
524.2017.505;85437099;85395000
524.7378.505;85437099;85395000
524.9946.505;85437099;85395000
524.4370.505;85437099;85395000
524.7370.505;85437099;85395000
313.5010.505;85437099;85395000
524.5370.505;85437099;85395000
524.6370.505;85437099;85395000
524.9370.505;85437099;85395000
524.8370.505;85437099;85395000
524.9170.505;85437099;85395000
524.9996.505;85437099;85395000
313.5004.505;85437099;85395000
524.7371.505;85437099;85395000
524.4373.505;85437099;85395000
524.5373.505;85437099;85395000
524.7372.505;85437099;85395000
524.9957.505;85437099;85395000
524.9732.505;85437099;85395000
524.9832.505;85437099;85395000
524.9332.505;85437099;85395000
524.9432.505;85437099;85395000
524.7932.505;85437099;85395000
524.9132.505;85437099;85395000
524.9532.505;85437099;85395000
524.9632.505;85437099;85395000
524.5932.505;85437099;85395000
524.4932.505;85437099;85395000
524.9940.505;85437099;85395000
524.9947.505;85437099;85395000
524.7373.505;85437099;85395000
524.7374.505;85437099;85395000
524.9232.505;85437099;85395000
524.9933.505;85437099;85395000
524.6932.505;85437099;85395000
524.9934.505;85437099;85395000
313.5016.505;85437099;85395000
524.9973.505;85437099;85395000
524.9968.505;85437099;85395000
524.9971.505;85437099;85395000
524.9977.505;85437099;85395000
524.9969.505;85437099;85395000
523.0092.505;85437099;85395000
524.2225.505;85437099;85395000
524.1006.505;85437099;85395000
524.8473.505;85437099;85395000
524.9974.505;85437099;85395000
524.9956.505;85437099;85395000
524.7375.505;85437099;85395000
524.9997.505;85437099;85395000
524.9994.505;85437099;85395000
524.0012.505;85437099;85395000
524.9976.505;85437099;85395000
524.7376.505;85437099;85395000
524.9975.505;85437099;85395000
524.0028.505;85437099;85395000
524.7377.505;85437099;85395000
524.0017.505;85437099;85395000
523.0093.505;85437099;85395000
524.0137.285;85437099;85395000
524.0138.285;85437099;85395000
524.0139.285;85437099;85395000
524.9991.505;85437099;85395000
524.9998.505;85437099;85395000
524.9936.505;85437099;85395000
524.0020.229;85437099;85395000
524.1020.229;85437099;85395000
524.7515.053;85437099;85395000
524.4003.053;85437099;85395000
524.0013.053;85437099;85395000
524.0015.053;85437099;85395000
524.4646.283;85437099;85395000
524.2646.283;85437099;85395000
524.0005.228;85437099;85395000
524.3329.228;85437099;85395000
524.0011.228;85437099;85395000
524.4146.600;85437099;85395000
524.2997.283;85437099;85395000
524.5997.283;85437099;85395000
524.8997.283;85437099;85395000
524.7997.283;85437099;85395000
524.3997.283;85437099;85395000
524.7497.283;85437099;85395000
524.2305.600;85437099;85395000
524.4147.600;85437099;85395000
524.0101.714;85437099;85395000
524.0031.714;85437099;85395000
313.6125.600;85437099;85395000
524.0003.847;85437099;85395000
524.0004.847;85437099;85395000
524.9993.505;85437099;85395000
524.9992.505;85437099;85395000
524.0014.505;85437099;85395000
524.0002.125;85437099;85395000
524.0003.125;85437099;85395000
524.0004.125;85437099;85395000
524.0005.125;85437099;85395000
339.0170.125;85437099;85395000
524.0006.125;85437099;85395000
524.0007.125;85437099;85395000
524.0008.125;85437099;85395000
524.9995.228;85437099;85395000
525.2545.682;85437099;85395000
525.9943.505;85437099;85395000
525.9944.505;85437099;85395000
525.9950.505;85437099;85395000
525.9973.505;85437099;85395000
525.9974.505;85437099;85395000
525.9988.600;85437099;85395000
524.0001.125;85437099;85395000
339.0171.125;85437099;85395000
339.0172.125;85437099;85395000
711.0401.047;38089199;38085929
711.9808.201;38249089;38249989
714.9989.600;38085010;38085200
714.9990.600;38089999;38085929
725.0001.822;44219000;44219900
999.4967.600;85285120;85285220
999.4970.600;85285120;85285220
999.4971.600;85285120;85285220
999.4973.600;85285120;85285220
999.4976.600;85285120;85285220
999.9253.600;38089119;38085910
999.9733.600;85285120;85285220
999.9753.600;85285120;85285220
999.9775.600;38089999;38085929
999.9803.600;38089999;38085929
999.9949.600;85285120;85285220
339.9993.283;85437099;85395000
